ticket,side,lots,recorded_open,recorded_close,recorded_price,recorded_pnl,candidate_feed,timezone_offset,price_role,contract_multiplier,feed_open_price,feed_close_price,implied_other_price,entry_error,exit_error,reconstructed_pnl,pnl_residual,timing_error,matched,match_reason
91431248,Buy,0.01,2026-04-14T09:44:43,2026-04-14T09:47:16,4768.65,4.42,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4769.598,4771.305,4773.07,0.948,1.765,1.71,2.71,0s_exact_bar,True,EXACT_BAR_MATCH
91397685,Buy,0.01,2026-04-13T18:37:59,2026-04-13T18:39:33,4713.36,2.98,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4714.225,4715.755,4716.34,0.865,0.585,1.53,1.45,0s_exact_bar,True,EXACT_BAR_MATCH
91356501,Sell,0.01,2026-04-13T11:14:05,2026-04-13T11:15:39,4734.02,2.56,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4732.815,4732.325,4731.46,1.205,0.865,0.49,2.07,0s_exact_bar,True,EXACT_BAR_MATCH
91352434,Buy,0.01,2026-04-13T09:00:33,2026-04-13T09:31:12,4728.93,3.06,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4728.415,4729.655,4731.99,0.515,2.335,1.24,1.82,0s_exact_bar,True,EXACT_BAR_MATCH
91276550,Buy,0.01,2026-04-10T14:42:46,2026-04-10T15:00:36,4761.93,5.46,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4762.475,4766.875,4767.39,0.545,0.515,4.4,1.06,0s_exact_bar,True,EXACT_BAR_MATCH
91267485,Buy,0.01,2026-04-10T08:30:33,2026-04-10T08:47:06,4760.62,4.78,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4761.915,4764.935,4765.4,1.295,0.465,3.02,1.76,0s_exact_bar,True,EXACT_BAR_MATCH
91267065,Buy,0.01,2026-04-10T08:14:46,2026-04-10T08:15:19,4760.4,-1.88,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4760.095,4758.535,4758.52,0.305,0.015,-1.56,-0.32,0s_exact_bar,True,EXACT_BAR_MATCH
91227583,Buy,0.01,2026-04-09T16:53:03,2026-04-09T16:53:35,4762.11,2.31,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4764.508,4764.158,4764.42,2.398,0.262,-0.35,2.66,0s_exact_bar,True,EXACT_BAR_MATCH
91206718,Buy,0.01,2026-04-09T11:06:30,2026-04-09T11:15:00,4720.48,2.93,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4721.858,4721.775,4723.41,1.378,1.635,-0.08,3.01,0s_exact_bar,True,EXACT_BAR_MATCH
91202282,Sell,0.01,2026-04-09T09:07:52,2026-04-09T09:31:20,4722.92,2.25,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4724.395,4718.575,4720.67,1.475,2.095,5.82,-3.57,0s_exact_bar,True,EXACT_BAR_MATCH
91200522,Buy,0.01,2026-04-09T08:36:36,2026-04-09T08:49:12,4716.78,0.06,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4718.515,4714.255,4716.84,1.735,2.585,-4.26,4.32,0s_exact_bar,True,EXACT_BAR_MATCH
91162669,Buy,0.01,2026-04-08T18:32:24,2026-04-08T18:37:00,4754.91,5.42,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4755.055,4758.935,4760.33,0.145,1.395,3.88,1.54,0s_exact_bar,True,EXACT_BAR_MATCH
91124606,Buy,0.01,2026-04-08T08:51:27,2026-04-08T08:53:05,4832.95,8.9,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4838.875,4836.495,4841.85,5.925,5.355,-2.38,11.28,0s_exact_bar,True,EXACT_BAR_MATCH
91045329,Buy,0.01,2026-04-07T16:21:19,2026-04-07T16:31:22,4652.83,1.86,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4654.655,4650.735,4654.69,1.825,3.955,-3.92,5.78,0s_exact_bar,True,EXACT_BAR_MATCH
91024794,Sell,0.01,2026-04-07T11:02:14,2026-04-07T11:04:48,4657.11,4.19,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4656.478,4650.425,4652.92,0.632,2.495,6.05,-1.86,0s_exact_bar,True,EXACT_BAR_MATCH
91022147,Buy,0.01,2026-04-07T09:04:07,2026-04-07T09:04:55,4642.04,1.88,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4645.705,4645.355,4643.92,3.665,1.435,-0.35,2.23,0s_exact_bar,True,EXACT_BAR_MATCH
90970712,Sell,0.01,2026-04-06T15:20:14,2026-04-06T15:24:49,4668.5,3.9,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4668.145,4664.025,4664.6,0.355,0.575,4.12,-0.22,0s_exact_bar,True,EXACT_BAR_MATCH
90967915,Sell,0.01,2026-04-06T13:38:30,2026-04-06T13:39:26,4690.94,-0.77,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4690.195,4692.045,4691.71,0.745,0.335,-1.85,1.08,0s_exact_bar,True,EXACT_BAR_MATCH
90964953,Sell,0.01,2026-04-06T09:32:16,2026-04-06T09:43:01,4658.67,2.34,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4658.958,4657.765,4656.33,0.288,1.435,1.19,1.15,0s_exact_bar,True,EXACT_BAR_MATCH
90928037,Sell,0.01,2026-04-02T21:05:43,2026-04-02T21:09:10,4658.23,1.74,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4656.295,4656.105,4656.49,1.935,0.385,0.19,1.55,0s_exact_bar,True,EXACT_BAR_MATCH
90927563,Sell,0.01,2026-04-02T20:40:31,2026-04-02T20:40:49,4656.39,-1.09,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4655.585,4655.935,4657.48,0.805,1.545,-0.35,-0.74,0s_exact_bar,True,WINDOW_TOLERANCE_MATCH
90900649,Sell,0.01,2026-04-02T14:51:54,2026-04-02T14:55:50,4609.23,7.5,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4607.335,4601.215,4601.73,1.895,0.515,6.12,1.38,0s_exact_bar,True,EXACT_BAR_MATCH
90783770,Sell,0.01,2026-04-01T13:01:41,2026-04-01T13:12:15,4722.02,3.32,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4720.905,4717.595,4718.7,1.115,1.105,3.31,0.01,0s_exact_bar,True,EXACT_BAR_MATCH
90765592,Sell,0.01,2026-04-01T07:08:40,2026-04-01T07:16:11,4676.78,3.67,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4677.885,4671.185,4673.11,1.105,1.925,6.7,-3.03,<60s_adjacent_bar,True,WINDOW_TOLERANCE_MATCH
90724112,Buy,0.01,2026-03-31T20:13:28,2026-03-31T20:17:12,4640.88,1.53,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4643.975,4642.895,4642.41,3.095,0.485,-1.08,2.61,0s_exact_bar,True,EXACT_BAR_MATCH
90689174,Buy,0.01,2026-03-31T15:00:37,2026-03-31T15:03:21,4582.99,1.47,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4584.335,4587.298,4584.46,1.345,2.838,2.96,-1.49,0s_exact_bar,True,EXACT_BAR_MATCH
90670870,Buy,0.01,2026-03-31T08:16:35,2026-03-31T08:23:15,4555.83,4.39,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4556.485,4560.095,4560.22,0.655,0.125,3.61,0.78,0s_exact_bar,True,EXACT_BAR_MATCH
90468624,Sell,0.01,2026-03-30T14:52:48,2026-03-30T14:54:29,4578.01,5.27,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4572.685,4569.335,4572.74,5.325,3.405,3.35,1.92,0s_exact_bar,True,EXACT_BAR_MATCH
90450144,Buy,0.01,2026-03-30T14:14:39,2026-03-30T14:15:03,4540.05,-2.03,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4538.425,4539.915,4538.02,1.625,1.895,1.49,-3.52,0s_exact_bar,True,EXACT_BAR_MATCH
90446737,Sell,0.01,2026-03-30T10:30:21,2026-03-30T10:46:25,4525.59,4.07,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4521.905,4520.605,4521.52,3.685,0.915,1.3,2.77,0s_exact_bar,True,EXACT_BAR_MATCH
90383944,Buy,0.01,2026-03-27T17:23:51,2026-03-27T17:25:23,4457.82,6.24,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4554.375,4544.768,4464.06,96.555,80.708,-9.61,15.85,>60s_drift,False,RESIDUAL_DISCORDANCE
90367910,Buy,0.01,2026-03-27T10:43:56,2026-03-27T10:48:54,4447.18,3.72,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4437.735,4435.175,4450.9,9.445,15.725,-2.56,6.28,>60s_drift,False,RESIDUAL_DISCORDANCE
90303019,Buy,0.01,2026-03-26T13:49:34,2026-03-26T13:50:38,4436.97,9.85,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4426.385,4420.765,4446.82,10.585,26.055,-5.62,15.47,>60s_drift,False,RESIDUAL_DISCORDANCE
90297337,Buy,0.01,2026-03-26T10:48:11,2026-03-26T10:48:39,4454.88,2.62,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4426.455,4426.105,4457.5,28.425,31.395,-0.35,2.97,>60s_drift,False,RESIDUAL_DISCORDANCE
90194077,Buy,0.01,2026-03-25T11:38:04,2026-03-25T11:44:39,4562.31,3,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4553.615,4550.305,4565.31,8.695,15.005,-3.31,6.31,>60s_drift,False,RESIDUAL_DISCORDANCE
90192607,Sell,0.01,2026-03-25T11:00:18,2026-03-25T11:00:31,4538.29,-1.31,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4554.525,4554.875,4539.6,16.235,15.275,-0.35,-0.96,>60s_drift,False,RESIDUAL_DISCORDANCE
90188256,Buy,0.01,2026-03-25T08:35:47,2026-03-25T08:40:21,4554.47,3.9,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4552.888,4546.855,4558.37,1.582,11.515,-6.03,9.93,<60s_adjacent_bar,False,RESIDUAL_DISCORDANCE
90081363,Buy,0.01,2026-03-24T16:11:15,2026-03-24T16:12:55,4373.05,4.79,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4399.698,4392.118,4377.84,26.648,14.278,-7.58,12.37,>60s_drift,False,RESIDUAL_DISCORDANCE
90080406,Buy,0.01,2026-03-24T15:58:26,2026-03-24T15:59:58,4379.38,-0.32,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4377.718,4381.165,4379.06,1.662,2.105,3.45,-3.77,<60s_adjacent_bar,True,WINDOW_TOLERANCE_MATCH
90054432,Sell,0.01,2026-03-24T12:52:17,2026-03-24T12:52:32,4414.38,0.31,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4427.765,4428.115,4414.07,13.385,14.045,-0.35,0.66,>60s_drift,False,RESIDUAL_DISCORDANCE
90052400,Buy,0.01,2026-03-24T11:47:16,2026-03-24T11:50:01,4406.14,3.09,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4417.775,4414.825,4409.23,11.635,5.595,-2.95,6.04,>60s_drift,False,RESIDUAL_DISCORDANCE
89797106,Sell,0.01,2026-03-23T16:23:44,2026-03-23T16:24:32,4428.76,9.16,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4489.875,4503.995,4419.6,61.115,84.395,-14.12,23.28,>60s_drift,False,RESIDUAL_DISCORDANCE
89770716,Buy,0.01,2026-03-23T10:06:57,2026-03-23T10:07:35,4150.69,1.55,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4237.535,4231.795,4152.24,86.845,79.555,-5.74,7.29,>60s_drift,False,RESIDUAL_DISCORDANCE
89517529,Sell,0.01,2026-03-23T08:13:59,2026-03-23T08:15:37,4375.13,3.22,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4274.465,4297.585,4371.91,100.665,74.325,-23.12,26.34,>60s_drift,False,RESIDUAL_DISCORDANCE
88577933,Sell,0.01,2026-03-18T16:30:56,2026-03-18T16:31:29,4858.4,1.81,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4860.025,4857.435,4856.59,1.625,0.845,2.59,-0.78,<60s_adjacent_bar,True,WINDOW_TOLERANCE_MATCH
88511817,Buy,0.01,2026-03-18T12:31:31,2026-03-18T12:36:05,4992.63,1.42,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4983.975,4969.965,4994.05,8.655,24.085,-14.01,15.43,>60s_drift,False,RESIDUAL_DISCORDANCE
88335699,Buy,0.01,2026-03-17T16:10:39,2026-03-17T16:12:13,5012.85,3.73,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5017.505,5018.605,5016.58,4.655,2.025,1.1,2.63,>60s_drift,False,RESIDUAL_DISCORDANCE
88320644,Buy,0.01,2026-03-17T11:20:44,2026-03-17T11:21:56,5027.35,0.72,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5014.915,5016.765,5028.07,12.435,11.305,1.85,-1.13,>60s_drift,False,RESIDUAL_DISCORDANCE
88172039,Sell,0.01,2026-03-16T14:42:45,2026-03-16T14:45:20,5018.75,1.64,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5021.205,5021.965,5017.11,2.455,4.855,-0.76,2.4,>60s_drift,False,RESIDUAL_DISCORDANCE
88163179,Sell,0.01,2026-03-16T14:10:40,2026-03-16T14:11:07,5002.98,-2,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5000.755,5000.435,5004.98,2.225,4.545,0.32,-2.32,<60s_adjacent_bar,False,RESIDUAL_DISCORDANCE
88154082,Sell,0.01,2026-03-16T11:07:53,2026-03-16T11:09:35,4996.64,0.99,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4983.615,4984.745,4995.65,13.025,10.905,-1.13,2.12,>60s_drift,False,RESIDUAL_DISCORDANCE
88144292,Sell,0.01,2026-03-16T07:46:16,2026-03-16T07:54:51,5016.02,0.35,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5016.565,5019.925,5015.67,0.545,4.255,-3.36,3.71,0s_exact_bar,False,RESIDUAL_DISCORDANCE
88015942,Sell,0.01,2026-03-13T13:36:51,2026-03-13T13:37:20,5084.43,-0.69,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5092.645,5093.815,5085.12,8.215,8.695,-1.17,0.48,>60s_drift,False,RESIDUAL_DISCORDANCE
88014898,Buy,0.01,2026-03-13T13:14:10,2026-03-13T13:15:48,5092.79,1.37,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5090.675,5089.555,5094.16,2.115,4.605,-1.12,2.49,>60s_drift,False,RESIDUAL_DISCORDANCE
87966615,Sell,0.01,2026-03-13T08:37:52,2026-03-13T08:39:29,5108.89,1.02,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5089.165,5094.065,5107.87,19.725,13.805,-4.9,5.92,>60s_drift,False,RESIDUAL_DISCORDANCE
87764166,Buy,0.01,2026-03-12T18:26:23,2026-03-12T18:27:14,5128.93,0.76,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5133.515,5132.865,5129.69,4.585,3.175,-0.65,1.41,>60s_drift,False,RESIDUAL_DISCORDANCE
87728889,Buy,0.01,2026-03-12T13:54:26,2026-03-12T14:11:23,5179.35,1.79,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5177.085,5171.035,5181.14,2.265,10.105,-6.05,7.84,>60s_drift,False,RESIDUAL_DISCORDANCE
87728679,Buy,0.01,2026-03-12T13:51:53,2026-03-12T13:53:27,5180.83,-1.53,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5178.525,5177.485,5179.3,2.305,1.815,-1.04,-0.49,>60s_drift,True,ACCEPTABLE_PRICE_TOLERANCE
87725200,Buy,0.01,2026-03-12T11:02:44,2026-03-12T11:03:14,5184.43,-1.27,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5178.695,5177.345,5183.16,5.735,5.815,-1.35,0.08,>60s_drift,False,RESIDUAL_DISCORDANCE
87715345,Buy,0.01,2026-03-12T09:41:54,2026-03-12T09:42:17,5166.74,1.86,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5173.485,5177.995,5168.6,6.745,9.395,4.51,-2.65,>60s_drift,False,RESIDUAL_DISCORDANCE
87640068,Buy,0.01,2026-03-11T12:39:31,2026-03-11T12:39:50,5194.32,1.11,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5184.588,5184.238,5195.43,9.732,11.192,-0.35,1.46,>60s_drift,False,RESIDUAL_DISCORDANCE
87634841,Sell,0.01,2026-03-11T10:08:12,2026-03-11T10:27:49,5199.84,2.84,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5196.255,5183.465,5197.0,3.585,13.535,12.79,-9.95,>60s_drift,False,RESIDUAL_DISCORDANCE
87455839,Sell,0.01,2026-03-10T11:14:56,2026-03-10T11:25:53,5181.42,1.58,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5187.725,5183.815,5179.84,6.305,3.975,3.91,-2.33,>60s_drift,False,RESIDUAL_DISCORDANCE
87436917,Sell,0.01,2026-03-10T10:43:46,2026-03-10T10:45:25,5175.96,-2.6,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5189.125,5190.928,5178.56,13.165,12.368,-1.8,-0.8,>60s_drift,False,RESIDUAL_DISCORDANCE
87433721,Sell,0.01,2026-03-10T09:45:41,2026-03-10T09:47:05,5177.12,2.13,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5177.205,5177.705,5174.99,0.085,2.715,-0.5,2.63,0s_exact_bar,True,EXACT_BAR_MATCH
87303856,Buy,0.01,2026-03-09T14:32:49,2026-03-09T14:34:35,5085,-0.47,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5111.235,5108.885,5084.53,26.235,24.355,-2.35,1.88,>60s_drift,False,RESIDUAL_DISCORDANCE
87220510,Buy,0.01,2026-03-09T10:55:33,2026-03-09T11:00:04,5095.55,4.36,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5095.665,5096.455,5099.91,0.115,3.455,0.79,3.57,0s_exact_bar,True,WINDOW_TOLERANCE_MATCH
87193343,Buy,0.01,2026-03-09T09:09:59,2026-03-09T09:23:35,5126.92,0.59,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5097.975,5097.855,5127.51,28.945,29.655,-0.12,0.71,>60s_drift,False,RESIDUAL_DISCORDANCE
87031092,Buy,0.01,2026-03-06T10:19:20,2026-03-06T10:20:51,5113.18,0.38,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5115.128,5113.398,5113.56,1.948,0.162,-1.73,2.11,0s_exact_bar,True,EXACT_BAR_MATCH
87025580,Buy,0.01,2026-03-06T07:23:56,2026-03-06T07:27:34,5124.63,2.78,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5125.505,5127.135,5127.41,0.875,0.275,1.63,1.15,0s_exact_bar,True,EXACT_BAR_MATCH
87000308,Sell,0.01,2026-03-05T21:20:01,2026-03-05T21:22:51,5069.24,1.09,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5064.445,5066.455,5068.15,4.795,1.695,-2.01,3.1,0s_exact_bar,True,WINDOW_TOLERANCE_MATCH
86894280,Sell,0.01,2026-03-05T09:02:29,2026-03-05T09:04:54,5171.81,0.31,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5171.985,5170.675,5171.5,0.175,0.825,1.31,-1.0,0s_exact_bar,True,EXACT_BAR_MATCH
86784552,Buy,0.01,2026-03-04T13:12:36,2026-03-04T13:15:03,5193.8,1.39,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5195.615,5193.895,5195.19,1.815,1.295,-1.72,3.11,0s_exact_bar,True,EXACT_BAR_MATCH
86773790,Buy,0.01,2026-03-04T09:45:10,2026-03-04T09:46:43,5170.2,2.28,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5170.785,5172.765,5172.48,0.585,0.285,1.98,0.3,0s_exact_bar,True,EXACT_BAR_MATCH
86716303,Buy,0.01,2026-03-03T16:46:45,2026-03-03T16:46:49,5065.94,3.74,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5071.955,5071.605,5069.68,6.015,1.925,-0.35,4.09,0s_exact_bar,True,EXACT_BAR_MATCH
86624724,Buy,0.01,2026-03-03T12:45:26,2026-03-03T12:46:57,5257.55,-2.93,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5256.545,5255.805,5254.62,1.005,1.185,-0.74,-2.19,0s_exact_bar,True,EXACT_BAR_MATCH
86558318,Buy,0.01,2026-03-03T07:57:14,2026-03-03T07:58:46,5313.09,3.34,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5316.565,5318.355,5316.43,3.475,1.925,1.79,1.55,0s_exact_bar,True,EXACT_BAR_MATCH
86192606,Sell,0.01,2026-03-02T14:46:12,2026-03-02T14:50:44,5396.47,2.82,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5395.595,5394.798,5393.65,0.875,1.148,0.8,2.02,0s_exact_bar,True,EXACT_BAR_MATCH
86161488,Sell,0.01,2026-03-02T10:37:17,2026-03-02T10:38:44,5412.01,1.62,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5411.575,5409.595,5410.39,0.435,0.795,1.98,-0.36,0s_exact_bar,True,EXACT_BAR_MATCH
86155613,Buy,0.01,2026-03-02T09:32:11,2026-03-02T09:33:24,5408.63,0.3,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5410.395,5408.945,5408.93,1.765,0.015,-1.45,1.75,0s_exact_bar,True,EXACT_BAR_MATCH
86014472,Buy,0.01,2026-02-27T17:27:11,2026-02-27T17:27:21,5225.25,0.58,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5226.055,5225.705,5225.83,0.805,0.125,-0.35,0.93,0s_exact_bar,True,EXACT_BAR_MATCH
86011644,Sell,0.01,2026-02-27T17:18:57,2026-02-27T17:20:29,5226.94,1.46,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5222.055,5223.305,5225.48,4.885,2.175,-1.25,2.71,0s_exact_bar,True,EXACT_BAR_MATCH
86000608,Sell,0.01,2026-02-27T17:00:40,2026-02-27T17:07:46,5227.62,-3.08,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5221.525,5231.148,5230.7,6.095,0.448,-9.62,6.54,0s_exact_bar,True,EXACT_BAR_MATCH
85948772,Buy,0.01,2026-02-27T12:46:26,2026-02-27T12:53:01,5176.14,0.91,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5176.765,5175.925,5177.05,0.625,1.125,-0.84,1.75,0s_exact_bar,True,EXACT_BAR_MATCH
85942844,Sell,0.01,2026-02-27T09:56:14,2026-02-27T09:57:04,5180.05,-0.9,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5179.665,5179.715,5180.95,0.385,1.235,-0.05,-0.85,0s_exact_bar,True,EXACT_BAR_MATCH
85935017,Sell,0.01,2026-02-27T06:54:59,2026-02-27T07:00:29,5184,1.84,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5182.885,5181.985,5182.16,1.115,0.175,0.9,0.94,0s_exact_bar,True,EXACT_BAR_MATCH
85865765,Sell,0.01,2026-02-26T15:59:18,2026-02-26T16:00:58,5166.12,2.23,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5165.765,5163.735,5163.89,0.355,0.155,2.03,0.2,0s_exact_bar,True,EXACT_BAR_MATCH
85833216,Buy,0.01,2026-02-26T13:27:11,2026-02-26T13:30:05,5173.27,-1.73,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5172.085,5173.325,5171.54,1.185,1.785,1.24,-2.97,0s_exact_bar,True,EXACT_BAR_MATCH
85827276,Buy,0.01,2026-02-26T11:31:35,2026-02-26T11:34:15,5181.39,1.06,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5182.605,5181.435,5182.45,1.215,1.015,-1.17,2.23,0s_exact_bar,True,EXACT_BAR_MATCH
85787460,Buy,0.01,2026-02-26T08:05:35,2026-02-26T08:14:22,5194.35,2.87,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5194.895,5197.695,5197.22,0.545,0.475,2.8,0.07,0s_exact_bar,True,EXACT_BAR_MATCH
85704475,Sell,0.01,2026-02-25T16:23:24,2026-02-25T16:23:59,5183.13,2.27,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5180.025,5180.375,5180.86,3.105,0.485,-0.35,2.62,0s_exact_bar,True,EXACT_BAR_MATCH
85668988,Buy,0.01,2026-02-25T12:03:39,2026-02-25T12:05:22,5190.62,-2.1,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5190.148,5187.485,5188.52,0.472,1.035,-2.66,0.56,0s_exact_bar,True,EXACT_BAR_MATCH
85668110,Sell,0.01,2026-02-25T11:35:37,2026-02-25T11:49:18,5189.86,-1.2,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,5191.055,5190.835,5191.06,1.195,0.225,0.22,-1.42,0s_exact_bar,True,EXACT_BAR_MATCH
